ROCK NAME,DESCRIPTION
Slate,Fine-grained metamorphic rock with a foliated or layered texture.
Slate,"metamorphic rock with a foliated structure, characterized by a fine-grained texture and the ability to be easily split into thin sheets."
Talc_carbonate,"Light-colored metamorphic rock composed mainly of talc and carbonate minerals, found in metamorphic terrains."
Talc_carbonate,"A metamorphic rock with a foliated fabric, composed mainly of talc and carbonate minerals."
Talc_carbonate,"also known as talc schist, is a metamorphic rock composed mainly of the mineral talc and carbonate minerals such as dolomite or magnesite. It typically has a foliated texture and can range in color from white to light green or gray"
Talc_carbonate,"A metamorphic rock consisting primarily of talc and carbonate minerals, often exhibiting a soft and greasy feel and used in the production of talcum powder and ceramics."
Talc_carbonate,"metamorphic rock composed primarily of talc and carbonate minerals, often displaying a soft, greasy texture."
Talc_carbonate,"also known as talc schist, is a metamorphic rock composed mainly of the mineral talc and carbonate minerals such as dolomite or magnesite. It typically has a foliated texture and can range in color from white to light green or gray"
Talc_carbonate,They are usually white or light colored and have a greasy feel
Talc_carbonate,"metamorphic rock with a foliated structure, composed mainly of talc and carbonate minerals."
Talc_carbonate,"metamorphic rock composed primarily of talc and carbonate minerals, often displaying a soft, greasy texture."
Talc_carbonate,Metamorphic rock with a soft or greasy texture.
Talc_carbonate,"also known as soapstone is a metamorphic rock that forms from other rocks such as dolomite or magnesite under high-pressure, low-temperature conditions"
Talc_carbonate,Metamorphic rock primarily composed of talc and carbonate minerals.
Talc_carbonate,"A metamorphic rock composed mainly of talc and carbonate minerals, often used in the production of talcum powder."
Talc_carbonate,"A metamorphic rock with a soft and greasy texture, typically exhibiting colors such as white, gray, or pale green."
Talc_carbonate,"A metamorphic rock primarily composed of talc and carbonate minerals, such as dolomite or magnesite."
Talc_carbonate,"metamorphic rock with a foliated structure, composed mainly of talc and carbonate minerals."
Talc_carbonate,"Light-colored metamorphic rock composed mainly of talc and carbonate minerals, found in metamorphic terrains."
Talc_carbonate,Talc carbonate rocks are metamorphic rocks that are composed of talc and carbonate minerals such as dolomite or magnesite
Talc_carbonate,It can be white to gray to green in color and has a soapy feel.
Talc_carbonate,"metamorphic rock primarily composed of talc and carbonate minerals, commonly found in regions of regional metamorphism."
Tephrite,"Dark-colored volcanic rock composed of feldspar, pyroxene, and often olivine, found in volcanic regions."
Tephrite,"volcanic rock with an aphanitic or porphyritic structure, containing feldspar, augite, and olivine minerals."
Tephrite,"volcanic rock with an aphanitic or porphyritic structure, containing feldspar, augite, and olivine minerals."
Tephrite, It is usually dark-colored with small crystals and has a porphyritic texture
Tephrite,"A fine-grained volcanic rock with a dark gray to black color, often exhibiting porphyritic texture with visible crystals."
Tephrite,"volcanic rock characterized by low silica content and alkaline composition, commonly associated with volcanic activity in rift zones or intraplate settings."
Tephrite,"Fine-grained volcanic rock containing feldspar, pyroxene, and often olivine."
Tephrite,"fine-grained volcanic rock containing essential feldspar, pyroxene, and usually olivine, typically dark in color and found in volcanic regions."
Tephrite,"characterized by its high content of essential minerals such as plagioclase feldspar and pyroxene. Tephrite typically has a dark gray to black color and a porphyritic texture, with larger crystals (phenocrysts) embedded in a finer-grained matrix"
Tephrite,"A fine-grained volcanic rock with a relatively low silica content, primarily composed of minerals like plagioclase feldspar, augite, and olivine."
Tephrite,"Tephrite is an extrusive igneous rock that contains feldspar, pyroxene, and olivine minerals."
Tephrite,"also known as basanite is an extrusive igneous rock that contains feldspar, pyroxene, olivine, and/or leucite minerals"
Tephrite,"Dark-colored volcanic rock composed of feldspar, pyroxene, and often olivine, found in volcanic regions."
Tephrite,It can be dark-colored with a fine-grained texture.
Tephrite,"volcanic rock with an aphanitic or porphyritic fabric, containing feldspar, augite, and olivine minerals."
Tephrite,"fine-grained volcanic rock containing essential feldspar, pyroxene, and usually olivine, typically dark in color and found in volcanic regions."
Tephrite,"An intermediate volcanic rock containing plagioclase feldspar and pyroxene minerals, typically dark in color."
Tephrite,"characterized by its high content of essential minerals such as plagioclase feldspar and pyroxene. Tephrite typically has a dark gray to black color and a porphyritic texture, with larger crystals (phenocrysts) embedded in a finer-grained matrix"
Tephrite,"An intermediate volcanic rock composed of plagioclase feldspar and pyroxene minerals, typically dark in color and associated with volcanic activity in certain tectonic settings."
Tephrite,Fine-grained volcanic rock with a smooth or glassy texture.
Travertine,"Light-colored sedimentary rock formed from the precipitation of calcite, often found in limestone regions with abundant water."
Travertine,"sedimentary rock formed by the precipitation of calcite from hot springs or limestone-rich waters, often used as a building material."
Travertine,"sedimentary rock with a crystalline fabric, formed from the precipitation of calcium carbonate in caves or around mineral springs."
Travertine,"sedimentary rock with a crystalline structure, formed from the precipitation of calcium carbonate in caves or around mineral springs."
Travertine,"sedimentary rock formed from the precipitation of calcium carbonate in springs, caves, or hot springs, often associated with limestone-rich environments."
Travertine,"primarily composed of calcium carbonate. It forms from the deposition of mineral-rich water, typically in limestone caves or hot springs. Travertine is known for its distinctive appearance, featuring a porous texture and banded or concentric patterns. "
Travertine,"sedimentary rock formed from the precipitation of calcium carbonate, primarily composed of calcite or aragonite minerals."
Travertine,"sedimentary rock formed by the precipitation of calcium carbonate, often exhibiting colors such as white, beige, or tan."
Travertine,"A sedimentary rock formed by the precipitation of calcium carbonate from groundwater, often found in mineral-rich hot springs."
Travertine,"sedimentary rock formed by the precipitation of calcium carbonate from groundwater, commonly found in limestone caves and used in architecture and decorative applications."
Travertine,"Light-colored sedimentary rock formed from the precipitation of calcite, often found in limestone regions with abundant water."
Travertine,Travertine is a sedimentary rock that forms from the precipitation of calcium carbonate in hot springs or limestone caves
Travertine, It is usually light-colored with a banded or concentric appearance
Travertine,"sedimentary rock with a crystalline structure, formed from the precipitation of calcium carbonate in caves or around mineral springs."
Travertine,"sedimentary rock formed by the precipitation of calcite from hot springs or limestone-rich waters, often used as a building material."
Travertine,It is usually light-colored with a banded or concentric appearance
Travertine,"primarily composed of calcium carbonate. It forms from the deposition of mineral-rich water, typically in limestone caves or hot springs. Travertine is known for its distinctive appearance, featuring a porous texture and banded or concentric patterns. "
Travertine,a sedimentary rock that forms from the precipitation of calcium carbonate in hot springs or limestone caves
Travertine,Sedimentary rock with a porous or layered texture.
Travertine,Sedimentary rock formed from the precipitation of calcite from limestone-rich waters.
Tuff," formed from volcanic ash and other pyroclastic materials. It is composed of consolidated volcanic debris, such as ash, pumice, and rock fragments, which are compacted and cemented together."
Tuff," formed from volcanic ash and other pyroclastic materials. It is composed of consolidated volcanic debris, such as ash, pumice, and rock fragments, which are compacted and cemented together."
Tuff,"volcanic rock with a fragmental structure, formed from consolidated volcanic ash, often exhibiting a porous or fragmented texture."
Tuff,Porous volcanic rock with a light and fluffy texture.
Tuff,Tuff is an extrusive igneous rock that forms from the consolidation of volcanic ash
Tuff,"porous volcanic rock formed from the consolidation of volcanic ash, often exhibiting a range of colors including gray, brown, and reddish-brown."
Tuff,"A volcanic rock formed from consolidated volcanic ash and pyroclastic material, often exhibiting a porous and fragmentary texture."
Tuff,porous texture with mixed grain size 
Tuff,"volcanic rock with a fragmental fabric, formed from consolidated volcanic ash, often exhibiting a porous or fragmented texture."
Tuff,"A porous volcanic rock formed from the consolidation of volcanic ash and fragments, often exhibiting a light and friable texture and commonly used as a building material"
Tuff,"porous volcanic rock formed from the consolidation of volcanic ash and fragments, commonly found in explosive volcanic eruptions."
Tuff,"porous volcanic rock formed from the consolidation of volcanic ash and fragments, often containing minerals like quartz, feldspar, and volcanic glass."
Tuff,"volcanic rock with a fragmental structure, formed from consolidated volcanic ash, often exhibiting a porous or fragmented texture."
Tuff,"porous volcanic rock formed from the consolidation of volcanic ash and fragments, commonly exhibiting a light and fluffy appearance."
Tuff,"Light-colored volcanic rock formed from the consolidation of volcanic ash and fragments, found in volcanic regions."
Tuff,It can be light or dark-colored and has a porous texture
Tuff,"porous volcanic rock formed from the consolidation of volcanic ash and fragments, commonly exhibiting a light and fluffy appearance."
Tuff,"Light-colored volcanic rock formed from the consolidation of volcanic ash and fragments, found in volcanic regions."
Tuff,Porous volcanic rock formed from the consolidation of volcanic ash and fragments.
Tuff,"rock that is composed of materials that were ejected from a volcano, fell to Earth, and then lithified into a rock. It is usually composed mainly of volcanic ash and sometimes contains larger size particles such as cinders"
Turbidite,"sedimentary rock formed from the deposition of sediment transported by turbulent underwater currents, typically found in submarine canyon or deep-sea settings."
Turbidite,"sedimentary rock deposited by underwater currents, characterized by alternating layers of coarse and fine-grained material."
Turbidite,"sedimentary rock with a graded fabric, formed by the deposition of sediment carried by turbidity currents, often exhibiting a layered structure."
Turbidite,associated with glacial or high-energy sedimentary environments mixed matrix
Turbidite,"sedimentary rock deposited by underwater currents, characterized by alternating layers of coarse and fine-grained material."
Turbidite,"A sedimentary rock formed from the deposition of sediment transported by turbidity currents, often consisting of alternating layers of coarse and fine grains."
Turbidite,"sedimentary rock deposited by turbidity currents, often exhibiting colors ranging from gray to brown, with a variable grain size."
Turbidite,Turbidites are sedimentary rocks that form from the deposition of sediment carried by turbidity currents.
Turbidite,"It typically consists of alternating layers of fine-grained sediment, such as clay or silt, and coarser-grained sediment, such as sand or gravel"
Turbidite,mixed range of grain sizes and mixed matrix associated with glacial or high-energy sedimentary environments.
Turbidite,"A sedimentary rock formed by the deposition of sediment carried by turbulent currents, often composed of a mixture of minerals and rock fragments."
Turbidite,Sedimentary rock with alternating coarse and fine-grained textures.
Turbidite,"Various colors (often gray) sedimentary rock deposited by underwater currents, found in turbidite sequences."
Turbidite,"sedimentary rock with a graded structure, formed by the deposition of sediment carried by turbidity currents, often exhibiting a layered structure."
Turbidite,"sedimentary rock with a graded structure, formed by the deposition of sediment carried by turbidity currents, often exhibiting a layered structure."
Turbidite," They are usually composed of sand, silt, and clay-sized particles and have a graded bedding structure"
Turbidite,"Various colors (often gray) sedimentary rock deposited by underwater currents, found in turbidite sequences."
Turbidite,"It typically consists of alternating layers of fine-grained sediment, such as clay or silt, and coarser-grained sediment, such as sand or gravel"
Turbidite,"Sedimentary rock deposited by underwater currents, consisting of alternating coarse and fine-grained layers."
Turbidite,"A sedimentary rock deposited by turbidity currents, characterized by its graded bedding and alternating layers of coarse and fine particles, typically found in submarine environments."
Wackestone,"carbonate sedimentary rock with a fine-grained matrix, often containing fossil fragments and minerals like calcite or dolomite."
Wackestone,color depends on the amount of organic matter present mixed matrix
Wackestone,"sedimentary rock with a bioclastic structure, composed of lime mud and fossil fragments, often exhibiting a compact and fine-grained texture."
Wackestone,"sedimentary rock with a bioclastic structure, composed of lime mud and fossil fragments, often exhibiting a compact and fine-grained texture."
Wackestone,"sedimentary rock with a bioclastic fabric, composed of lime mud and fossil fragments, often exhibiting a compact and fine-grained texture."
Wackestone,Carbonate rock with a dense and compacted texture.
Wackestone,Carbonate rock composed of fine-grained carbonate mud and fossil fragments.
Wackestone,"carbonate rock composed of fine-grained carbonate mud and fossil fragments, often exhibiting a dense and compact texture."
Wackestone,"carbonate rock composed of fine-grained carbonate mud and fossil fragments, often exhibiting a dense and compact texture."
Wackestone,"Light-colored carbonate rock composed of fine-grained carbonate mud and fossil fragments, found in marine environments."
Wackestone,"Light-colored carbonate rock composed of fine-grained carbonate mud and fossil fragments, found in marine environments."
Wackestone,"A carbonate sedimentary rock with a fine-grained matrix and fossil fragments, often exhibiting shades of gray or beige."
Wackestone,"A carbonate sedimentary rock with a fine-grained matrix containing fossil fragments, often occurring in marine settings and displaying a compact and uniform texture."
Wackestone,"A sedimentary rock with a carbonate matrix containing abundant fossil fragments, often occurring in marine environments."
Wackestone," a type of limestone that is composed of carbonate mud and grains, including fossil fragments and microorganisms, embedded in a fine-grained matrix. It has a compact and dense texture, and the carbonate mud content is typically high. "
Wackestone," is a variety of sandstone generally characterized by its hardness, dark color, and poorly sorted angular grains of quartz, feldspar, and small rock fragments or lithic fragments set in a compact, clay-fine matrix. It is a texturally immature sedimentary rock generally found in Paleozoic strata."
Wackestone,Wackestone is a type of limestone that contains more than 10% mud-sized particles such as clay minerals or silt-sized quartz grains.
Wackestone,It has a dull luster and can be light or dark-colored depending on the amount of organic matter present
Wackestone,"carbonate sedimentary rock with a fine-grained matrix, commonly found in marine environments and composed of calcite or dolomite minerals."
Wackestone," a type of limestone that is composed of carbonate mud and grains, including fossil fragments and microorganisms, embedded in a fine-grained matrix. It has a compact and dense texture, and the carbonate mud content is typically high. "
